sitio,id_aviso,url,operacion,tipo,comuna,barrio,direccion,titulo,precio_valor,precio_moneda,precio_clp,precio_uf,m2_util,m2_total,dormitorios,banos,estacionamientos,bodegas,antiguedad_anos,ano_construccion,gastos_comunes_clp,lat,lon,descripcion,publica,detalle_ok,fecha_scrape,antiguedad_aviso_dias,fecha_publicacion
pi,4239751288,https://portalinmobiliario.com/MLC-4239751288-amplia-y-hermosa-casa-en-venta-en-la-florida-_JM,venta,casa,la-florida,Los Quillayes,"Los Quillayes, 1 - 300, Los Quillayes, La Florida",Amplia Y Hermosa Casa En Venta En La Florida,7490.0,UF,SIN_DATO,7490.0,497,640,7,4,3,1,28,1998,SIN_DATO,-33.5634159,-70.59223,"Descubre esta impresionante casa en venta en Los Quillayes, La Florida, en la Región Metropolitana de Santiago, Chile. Este magnífico hogar, actualmente ocupada por su propietario, ofrece una combinación perfecta de comodidad y funcionalidad en una ubicación altamente deseada.

Con un área total de construcción de 497 metros cuadrados y un terreno de 640 metros cuadrados, esta propiedad es ideal para familias numerosas o quienes buscan suficiente espacio para crecer. La casa ofrece 7 amplios dormitorios y 4 modernos baños, asegurando que cada miembro del hogar tenga su propio espacio privado.

Al ingresar a la propiedad, serás recibido por un ambiente acogedor y bien iluminado que se extiende por toda la casa. La sala de estar es perfecta para reuniones familiares, mientras que el jardín proporciona un oasis de tranquilidad en la ciudad. Para los amantes de los vehículos, esta casa cuenta con 3 espacios de estacionamiento y un garaje, proporcionando comodidad y seguridad.

Entre las características destacadas de esta propiedad se incluyen una Zona Tranquila, la proximidad a paradas de Autobús Cercano, un práctico espacio de Bodega y Portero Eléctrico para mayor comodidad y seguridad.

El área de Los Quillayes es conocida por su ambiente residencial y tranquilo, ofreciendo a los residentes una calidad de vida inigualable cerca de todas las comodidades que Santiago tiene para ofrecer. No pierdas la oportunidad de hacer de esta casa tu hogar ideal. 
¡Contacta hoy mismo para más información y programar una visita!",SIN_DATO,1,2026-07-27,SIN_DATO,SIN_DATO
pi,2076836841,https://portalinmobiliario.com/MLC-2076836841-comoda-casa-familiar-en-sector-consolidado-de-la-florida-_JM,venta,casa,la-florida,La Florida Alto,"Antofagasta 3300 - 3600, La Florida, La Florida Alto, La Florida",Cómoda Casa Familiar En Sector Consolidado De La Florida,5300.0,UF,SIN_DATO,5300.0,99,153,4,2,2,SIN_DATO,29,1997,SIN_DATO,-33.5290959,-70.5573111,"Una propiedad que vale la pena conocer en persona.

Casa de dos pisos, 99 m² construidos en un terreno de 153 m², con cuatro dormitorios y dos baños. Se ubica en una tranquila calle de fácil acceso peatonal y vehicular, en un sector consolidado de La Florida, cercano a colegios, comercio y servicios.

Dispone de antejardín y estacionamiento para dos vehículos en tándem.

Construida en 1997, se mantiene en muy buen estado. Cuenta con rejas de seguridad en todos sus ventanales y un agradable patio trasero, con un naranjo como protagonista.

En el primer piso, el ingreso da paso directo a un living organizado en torno a un ventanal. A la izquierda, el comedor —con capacidad para 8 a 10 personas— se abre hacia el patio a través de un ventanal dominante. La cocina, de proporciones generosas para este tipo de construcción, incluye espacio para comedor diario y conecta con una logia con área de lavandería y almacenamiento adicional. Al otro costado del comedor se encuentra el dormitorio en suite, con ventana orientación norte y baño con ventilación natural.

En el segundo piso, un pequeño hall de distribución conduce a tres dormitorios —dos con orientación norte y uno sur, ideal como cuarto dormitorio o escritorio— además de un baño con ventilación natural y orientación sur. Todos los dormitorios cuentan con clóset.",SIN_DATO,1,2026-07-27,SIN_DATO,SIN_DATO
pi,4218351596,https://portalinmobiliario.com/MLC-4218351596-la-florida-alto-macul-vendo-casa-en-codominio-5d-5b-468mts-_JM,venta,casa,la-florida,Lo Cañas - Alto Macul,"Av. Macul Alto 6300 - 6600, La Florida, Lo Cañas - Alto Macul, La Florida","La Florida, Alto Macul Vendo Casa En Codominio 5d-5b -468mts",10800.0,UF,SIN_DATO,10800.0,250,455,5,5,SIN_DATO,1,15,2011,90000,-33.5127185,-70.528885,"La Florida. Alto Macul, Hermosa casa en venta en Condominio Santuario 3, La Florida, ubicada en un exclusivo sector residencial de la precordillera, con vista despejada a Santiago y cercanía a colegios, A pasos del Boston College. Cercana a Tottus, Street Center, farmacias y estaciones de servicio. Características 5 dormitorios (2 en suite). 5 baños (incluye baño de visitas). Amplio living-comedor. Cocina ampliada y totalmente equipada con comedor de diario. Sala de estar con salida a balcón. Jardín con piscina. Calefacción central por caldera. Condominio seguro y de excelente entorno. Una propiedad ideal para quienes buscan una casa con amplios espacios, piscina, seguridad y una ubicación privilegiada cerca de colegios y servicios. ¡Agenda tu visita y conoce esta excelente oportunidad! Contáctanos para más información y coordinar una visita. Tu próximo hogar te está esperando. Vende Fortuna Propiedades +56976528850",SIN_DATO,1,2026-07-27,SIN_DATO,SIN_DATO
pi,4213378990,https://portalinmobiliario.com/MLC-4213378990-la-florida-vendo-excelente-propiedad-3d-2b-_JM,venta,casa,la-florida,La Florida,"Manutara 9000 - 9300, La Florida, La Florida",La Florida Vendo Excelente Propiedad 3d-2b,3950.0,UF,SIN_DATO,3950.0,80,162,3,2,3,1,25,2001,SIN_DATO,-33.5400482,-70.5962868,SIN_DATO,SIN_DATO,1,2026-07-27,SIN_DATO,SIN_DATO
pi,4235680760,https://portalinmobiliario.com/MLC-4235680760-se-vende-hermosa-y-amplia-casa-en-la-comuna-de-la-florida-_JM,venta,casa,la-florida,San José De La Estrella,"Manutara 10596, La Florida, San José De La Estrella, La Florida",Se Vende Hermosa Y Amplia Casa En La Comuna De La Florida.,350000000.0,CLP,350000000.0,SIN_DATO,473,473,3,2,1,1,SIN_DATO,SIN_DATO,0,-33.5558256,-70.5917097,"Se vende hermosa y amplia casa en la comuna de La Florida, Santiago.
Ubicada en la calle  Manutara, a 5 minutos del metro San José de La Estrella. Barrio tranquilo, cercano a locomoción, locales comerciales.
La propiedad cuenta con 120 mts2 construido 473 mts2 de terreno, con amplio patio.

Características:
-3 dormitorios
-2 baños
-1 cocina
-Living comedor
-Amplio patio 
-Quincho
-Piscina
-Estacionamiento


Valor: $300.000.000.- (más 2% de comisión por honorarios de corretaje)",SIN_DATO,1,2026-07-27,SIN_DATO,SIN_DATO
pi,4235780872,https://portalinmobiliario.com/MLC-4235780872-se-vende-casa-en-la-comuna-de-la-florida-rm-_JM,venta,casa,la-florida,San José De La Estrella,"Av. San José De La Estrella, La Florida, San José De La Estrella, La Florida","Se Vende Casa En La Comuna De La Florida, Rm.",300000000.0,CLP,300000000.0,SIN_DATO,171,171,2,1,1,SIN_DATO,SIN_DATO,SIN_DATO,0,-33.5534181,-70.5877257,"Se vende casa en la comuna de La Florida, Santiago.
Excelente ubicación, sector comercial, ideal para inversiones de negocio.
Ubicada en el paradero 23 de Avenida Vicuña Mackenna a pasos del metro San José de La Estrella con una excelente conectividad.
La propiedad cuenta con 171 mts2 de terreno y 81 mts2 construidos.

Características:
-2 dormitorios
-1 baño
-1 cocina
-Living comedor
-Patio 
-Estacionamiento


Valor: $300.000.000.- (más 2% de comisión por honorarios de corretaje)",SIN_DATO,1,2026-07-27,SIN_DATO,SIN_DATO
pi,1986445261,https://portalinmobiliario.com/MLC-1986445261-gran-casa-exclusivo-condominio-los-algarrobos-la-florida-_JM,venta,casa,la-florida,Jardines De La Viña,"Los Algarrobos Central, La Florida, Jardines De La Viña, La Florida","Gran Casa Exclusivo Condominio Los Algarrobos, La Florida",7350.0,UF,SIN_DATO,7350.0,140,337,5,4,2,SIN_DATO,SIN_DATO,SIN_DATO,5000,-33.5356835,-70.5408467,"Gran Casa Familiar en exclusivo Condominio Los Algarrobos– La Florida | 140 m² construidos, 337 m² de terreno

Vive rodeado de tranquilidad y seguridad en esta hermosa casa de 2 pisos ubicada en un exclusivo condominio cerrado de La Florida, alejada del ruido del centro y rodeada de naturaleza.

- 5 dormitorios + 4 baños
- Amplio living, comedor y cocina cerrada
- Sala de estar + gran terraza cerrada
- Antejardín con estacionamiento para 2 vehículos
- Gran patio trasero ideal para construir piscina
- Entorno silencioso y familiar

140 m² construidos | 337 m² de terreno
Valor: 7.350 UF

Lo que más destacan sus dueños: la paz y seguridad que ofrece para toda la familia.
Una excelente oportunidad para quienes buscan comodidad, espacio y calidad de vida.

Ubicada en exclusivo condominio Los Algarrobos de la Florida, Santiago
¡Contáctame para agendar visita!",SIN_DATO,1,2026-07-27,210,2025-12-29
pi,4099822006,https://portalinmobiliario.com/MLC-4099822006-linda-casa-con-potencial-para-crecer-y-excelente-ubicacion-_JM,venta,casa,la-florida,Los Quillayes,"Lago Panguipulli 1310, La Florida, Los Quillayes, La Florida",Linda Casa Con Potencial Para Crecer Y Excelente Ubicación,120000000.0,CLP,120000000.0,SIN_DATO,96,117,3,1,1,1,SIN_DATO,SIN_DATO,1,-33.5593414,-70.60172,"Vendemos linda casa en La Florida, sector San Raquel.
La propiedad cuenta con 117 m² de terreno y 96,3 m² construidos, ofreciendo espacios cómodos y funcionales para la vida diaria.

Distribución:
Primer piso
Cocina amplia
Living
Comedor
Segundo piso
3 dormitorios
1 baño

Además, la casa cuenta con patio delantero con espacio para un estacionamiento y patio trasero con bodega.
Ubicada en el sector San Raquel, en La Florida, esta propiedad es una excelente alternativa para quienes buscan comodidad, buena distribución y un espacio ideal para la familia.",SIN_DATO,1,2026-07-27,120,2026-03-29
pi,3827571672,https://portalinmobiliario.com/MLC-3827571672-roble-americano-8942-la-florida-_JM,venta,casa,la-florida,Jardines De La Viña,"Roble Americano 8942, Jardines De La Viña, La Florida","Roble Americano 8942, La Florida",7780.0,UF,SIN_DATO,7780.0,130,250,4,2,1,SIN_DATO,19,2007,10000,-33.5348413,-70.5487249,"¡No dejes pasar esta oportunidad! Se vende hermosa casa en Roble Americano, comuna de La Florida. Con una excelente ubicación.

Además, disfruta de un terreno amplio para que puedas disfrutar al aire libre en familia. Con una orientación Nor-Poniente, tendrás la mejor iluminación y una temperatura ideal durante todo el año. Con espacios cómodos para cada miembro de la familia, y para disfrutar con amigos una excelente velada.

Costa de:
2 Pisos
250 m2 Totales
130 m2 Construidos
Hall de ingreso
Living
Comedor
Aire acondicionado
Cocina
Sala de estar en 2°Piso
4 Dormitorios
2 Baños
1 Estacionamiento
Terraza
Patio
Jardín
Estacionamiento de visitas
Área de juegos infantiles
En condominio acceso con control remoto. 


No pierdas la oportunidad de adquirir esta casa. ¡Contáctanos para coordinar una visita y enamórate de este increíble lugar que podrías llamar hogar! ¡Llama ahora!",SIN_DATO,1,2026-07-27,90,2026-04-28
pi,2053114977,https://portalinmobiliario.com/MLC-2053114977-casa-en-venta-en-la-florida-alto-_JM,venta,casa,la-florida,La Florida Alto,"Quino 8042, La Florida, La Florida Alto, La Florida",Casa En Venta En La Florida Alto,3600.0,UF,SIN_DATO,3600.0,70,100,2,1,0,SIN_DATO,SIN_DATO,SIN_DATO,0,-33.5269371,-70.5761493,"Vendo casa para vivir u oficina esta consta de 2 privados, sala de espera, baño, kitchenette y patio, se ubica en una calle paralela a Av. La Florida, por lo tanto tiene buena vista hacia esta avenida principal, si fuera para negocio, se puede usar como microempresa comercio pyme, si la persona va a vivir ahí o pernoctar, ya que el futuro comprador tendrá que solicitar el mismo la patente para poder así operar, cercano a supermercados, metro, farmacias, mall, colegios y comercio en general.",SIN_DATO,1,2026-07-27,365,2025-07-27
pi,1980211065,https://portalinmobiliario.com/MLC-1980211065-casa-en-venta-condominio-3-d2b-la-florida-_JM,venta,casa,la-florida,La Florida Alto,"Condominio Puerta Del Sol Casa 46, La Florida Alto, La Florida",Casa En Venta Condominio 3 D2b La Florida,6100.0,UF,SIN_DATO,6100.0,89,286,3,2,SIN_DATO,1,33,1993,115000,-33.5251633,-70.5661331,"Se pone a la venta esta encantadora casa ubicada en el Condominio Puerta del Sol, en la comuna de La Florida. Con una superficie de 89 m2, esta propiedad cuenta con 4 dormitorios, 2 baños ,un tercer baño que se encuentra habilitado como lavanderia .
Tiene una distribución ideal para el confort de toda la familia.


El inmueble destaca por su orientación norte-sur, lo que brinda una buena iluminación natural y una excelente ventilación. Además, cuenta con un terreno de 286 m2, ideal para disfrutar de espacios al aire libre y actividades al aire libre.

Esta casa tipo Bungalow brinda la tranquilidad y seguridad de vivir en un condominio, y ofrece la posibilidad de personalizarla a gusto del comprador. Además, se encuentra en una ubicación con fácil acceso a servicios básicos, colegios, comercios y transporte público. Una excelente oportunidad para aquellas familias que buscan un hogar acogedor y funcional. ¡Contáctanos para más información!
El condominio tiene ares verdes ,areas de juegos infantiles,piscina con reja protectora,plaza etc.
AV.

ggcc;$150.000
contr;240.000
codigo;417.502",SIN_DATO,1,2026-07-27,58,2026-05-30
pi,1888252807,https://portalinmobiliario.com/MLC-1888252807-casa-de-2-pisos-con-4d-3b-patio-terraza-piscina-_JM,venta,casa,la-florida,Lo Cañas - Alto Macul,"CASA DE 2 PISOS CON 4D + 3B + PATIO, TERRAZA, PISCINA, Lo Cañas - Alto Macul, La Florida","Casa De 2 Pisos Con 4d + 3b + Patio, Terraza, Piscina",10590.0,UF,SIN_DATO,10590.0,137,396,4,3,2,SIN_DATO,4,2022,120000,-33.5188465,-70.5296878,"Código Interno: LaFlorida_169

Casa de 2 pisos con 4 dormitorios con closets y 3 baños. 

* 137 m2 construidos / 396 m2 de terreno.
* Amplio estar en segundo piso.
* Cocina. Logia.
* Terraza.
* Piscina amplia.
* Riego automático.
* Estacionamiento con capacidad para 2 vehículos.

Propiedad con 4 años de antigüedad.

Condominio cuenta con: seguridad 24/07 y conserjería. 

Gastos comunes: $120.000.- aprox. 

Calles cercanas: Longitudinal Norte y Cam. del Paisaje.

Para una mejor atención, en su consulta favor indicar código interno de propiedad: LaFlorida_169, y si desea agendar visita agregar alternativas de días y horarios disponibles.

Convenios con Instituciones Financieras para otorgamiento de Crédito Hipotecario.",SIN_DATO,1,2026-07-27,120,2026-03-29
pi,4047676476,https://portalinmobiliario.com/MLC-4047676476-hermosa-casa-en-barrio-residencial-_JM,venta,casa,la-florida,La Florida Alto,"Carlos Witting 8400 - 8700, La Florida, La Florida Alto, La Florida",Hermosa Casa En Barrio Residencial,140000000.0,CLP,140000000.0,SIN_DATO,80,100,2,1,1,SIN_DATO,25,2001,0,-33.5287783,-70.5624807,"Descubre el hogar de tus sueños en la vibrante comuna de La Florida, Región Metropolitana. Esta cómoda casa de amplios espacios se encuentra en un barrio tranquilo, al lado de una plaza con juegos infantiles muy bien mantenida.

La casa cuenta con 2 dormitorios de gran tamaño, dormitorio matrimonial ampliado donde cabe hasta 2 camas de 2 plazas, cocina amplia y luminosa, patio techado de gran espacio y con áreas verdes. Excelentes terminaciones.

Ampliaciones no regularizadas. Metraje aproximado.-

¡Agende su visita!",SIN_DATO,1,2026-07-27,52,2026-06-05
pi,3729853178,https://portalinmobiliario.com/MLC-3729853178-precio-rebajado-hermosa-casa-en-las-carmelitas-alto-macul-_JM,venta,casa,la-florida,Lo Cañas - Alto Macul,"Av. Macul Alto 6172, La Florida, Lo Cañas - Alto Macul, La Florida","Precio Rebajado: Hermosa Casa En Las Carmelitas, Alto Macul",9490.0,UF,SIN_DATO,9490.0,210,400,5,5,2,1,SIN_DATO,SIN_DATO,5000,-33.5131213,-70.5416163,"Casa Mediterránea en Condominio Alto Macul – La Florida

Se vende moderna casa mediterránea blanca ubicada en exclusivo condominio Alto Macul, sector Camino de las Carmelitas, frente al Colegio Boston, en un entorno residencial consolidado, seguro y rodeado de naturaleza. 

La propiedad destaca por su diseño funcional, amplios espacios interiores, excelente luminosidad y alto estándar de terminaciones, ideal para familias que buscan tranquilidad, seguridad y calidad de vida, con excelente conectividad y servicios cercanos. 

Superficies 
• Construidos: 210 m² 
• Terreno: 400 m² 
• 2 terrazas 

Distribución 
• 5 dormitorios 
• 5 baños 
• 2 estacionamientos 

Características destacadas
• Condominio cerrado y automatizado
• Cámaras de seguridad
• Portones automáticos
• Alarma comunitaria
• Ventanales termopanel
• Piso radiante
• Sistema de riego automático
• Piscina con calefactor y luces nocturnas
• Excelente quincho
• Bajísimo costo de gastos comunes
• Cortinas incluidas en toda la propiedad

 Distribución interior Primer piso:
• Hall de acceso
• Amplio living y comedor con salida a terrazas
• Dormitorio principal en suite
• Cocina
• Baño de visitas
• Dormitorio de servicio con baño (o bodega)
• Logia techada con caldera y sistema de calefacción
• Bodega bajo escalera
• Acceso directo a dos terrazas y área exterior 

Segundo piso:
• 3 dormitorios
• 2 baños
• Excelente vista y muy buena iluminación natural

Entorno y conectividad
• Frente a colegio, cercano a jardines infantiles
• Minimarket, foodtrucks y servicios de barrio
• Locomoción colectiva (bus y colectivo)
• Acceso a plazas y áreas verdes con máquinas de ejercicio
• Sector ideal para ciclismo, caminatas y actividades al aire libre 

Una excelente oportunidad de adquirir una casa de alto estándar en uno de los sectores más valorados de Alto Macul.",SIN_DATO,1,2026-07-27,120,2026-03-29
pi,3878488676,https://portalinmobiliario.com/MLC-3878488676-venta-casa-la-florida-para-remodelar-_JM,venta,casa,la-florida,San José De La Estrella,"La Pergola 391, La Florida, Santiago, San José De La Estrella, La Florida",Venta Casa La Florida Para Remodelar,7159.0,UF,SIN_DATO,7159.0,285,215,5,2,1,SIN_DATO,6,2020,0,-33.552842,-70.5824205,"DISPONIBILIDAD INMEDIATA – UF 7.159 | COMPRA INMEDIATA
 Se vende casa para remodelar en Pasaje La Pérgola 391, La Florida
Se vende cómoda y luminosa casa ubicada en la comuna de La Florida, con privilegiada orientación oriente, lo que permite disfrutar de excelente luz natural durante gran parte del día. La propiedad cuenta con 5 dormitorios (1 en suite) y 2 baños , ideal para familias o inversionistas que buscan una propiedad con gran potencial de remodelación en un sector residencial consolidado. Dispone de un amplio living-comedor , cocina independiente para remodelar (sin mobiliario), con conexión directa al comedor, lo que permite proyectar una distribución moderna y funcional. En el exterior, la casa cuenta con terraza con vista a piscina , ideal para disfrutar de espacios al aire libre, además de una loggia exterior para conexión de lavadora y secadora.
Ubicada en un entorno estratégico de La Florida, cercana a comercio, servicios, colegios, transporte público y metro. Características principales:
5 dormitorios (1 en suite)
2 baños Amplio living – comedor
Cocina independiente (para remodelar)
Terraza
Piscina
Loggia exterior
Ubicación y entorno: Sector residencial tranquilo Cercano a comercio y servicios Buena conectividad Estación de metro cercana",SIN_DATO,1,2026-07-27,90,2026-04-28
pi,3915796062,https://portalinmobiliario.com/MLC-3915796062-se-vende-hermosa-casa-de-2-pisos-4d-2b-la-florida-seg-247-_JM,venta,casa,la-florida,Los Quillayes,"Michay, La Florida, Los Quillayes, La Florida",Se Vende Hermosa Casa De 2 Pisos  4d 2b  La Florida Seg 24/7,179000000.0,CLP,179000000.0,SIN_DATO,93,160,4,2,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,20000,-33.5568465,-70.5665489,"Se vende hermosa y amplia casa 4D 2B, con excelente conectividad en la comuna de la Florida 

4 dormitorios
1 sala de estar
2 baños
Cocina amoblada con comedor de diario.
Logia amplia
Living comedor
93 m2
Bodega 
Estacionamiento 
Recinto cerrado ( seguridad 24/7)
M$ 179.000.000.- conversable
2% corretaje
Se aceptan varios medios de pagos
Consultas por interno",SIN_DATO,1,2026-07-27,240,2025-11-29
pi,1838385687,https://portalinmobiliario.com/MLC-1838385687-casa-en-venta-en-santa-sofia-de-lo-canas-_JM,venta,casa,la-florida,Lo Cañas - Alto Macul,"C. Tres 30, La Florida, Lo Cañas - Alto Macul, La Florida",Casa En Venta En Santa Sofía De Lo Cañas,11900.0,UF,SIN_DATO,11900.0,278,2438,5,3,6,2,SIN_DATO,SIN_DATO,30000,-33.5228384,-70.5375294,"Propiedad con 278 m2 construidos, amplias terrazas y jardín arbolado.
La casa presenta primer piso estructurado en albañilería y segundo piso estructurado en madera más balcón. Presenta construcción aislada correspondiente a taller y oficina. Como
programa contempla estar, comedor, cocina, logia, 5 dormitorios principal en suite más un baño y medio de visitas. Cuenta con cierres perimetrales, pavimentos
exteriores, quincho abierto, piscina y tinaja!, mas cobertizos.
Con un hermoso entorno con Frutales, Uvas, Almendros, Nísperos, Higos, Limones, Ciruelos, Tunas, Maqui, 2 paltos, 2 palmeras y 2 araucarias.
La propiedad tiene 1/4 de derecho de agua de Vertiente de La Virgen y dos tanques de 10.000 lts. de almacenaje.
Cuenta con Paneles Solares Fotovoltaicos para el consumo eléctrico.
Amplios estacionamientos.",SIN_DATO,1,2026-07-27,240,2025-11-29
pi,3880307420,https://portalinmobiliario.com/MLC-3880307420-estaciones-metro-trinidad-san-jose-de-la-estrella-_JM,venta,casa,la-florida,San José De La Estrella,"Bacteriológico 10212, 8300633 La Florida, Región Metropolitana, Chile, San José De La Estrella, La Florida",Estaciones Metro Trinidad & San José De La Estrella,169900000.0,CLP,169900000.0,SIN_DATO,80,165,4,2,SIN_DATO,1,30,1996,5000,-33.5504962,-70.5827527,"Casa de 2 pisos pareada, en recinto privado con seguridad comunitaria. pequeño pasaje sin salida, portón automático.
Cuenta con Living comedor iluminados
Cocina integrada, amoblada
4 dormitorios distribuidos en los 2 pisos
PPL en suite en primer piso, 1 baño completo y otro pequeño
2° piso:
2 dormitorios y un baño.
Pasillo lateral con cobertizo que conecta con patio trasero 
Tiene una bodega funcional de 13 mts2, con repisas, también esta la conexión a la lavadora.
Nichos para cilindro de gas de 45 Kg.
Comunidad compuesta por 6 casas en un pasaje comunitario con portón eléctrico.
Excelente conectividad ya que se encuentran a pocas cuadras de 2 líneas de metro, Trinidad y San José la Estrella.
Contribuciones $46.000 aprox.
Propiedad Mantiene documentación al día.
Coordinar visitas con Corredor de Propiedades",SIN_DATO,1,2026-07-27,730,2024-07-27
pi,1925672925,https://portalinmobiliario.com/MLC-1925672925-hermosa-casa-dos-pisos-3d-3b-exelente-sector-la-florida-_JM,venta,casa,la-florida,La Florida Alto,"Doña Isidora, La Florida, La Florida Alto, La Florida","Hermosa Casa Dos Pisos 3d, 3b Exelente Sector La Florida",8000.0,UF,SIN_DATO,8000.0,220,275,3,3,3,1,25,2001,0,-33.5264795,-70.5707194,"Casa con una superficie total de 275 m² y 220 m² útiles, distribuida en espacios funcionales y ambientes definidos. El diseño interior incluye un living y comedor independientes, ambos con acceso a luz natural a través de ventanales y puertas que conectan con el exterior. La cocina está equipada y se integra al área social, facilitando la dinámica familiar y de reuniones. La propiedad cuenta con tres dormitorios, cada uno con espacio suficiente para mobiliario y almacenamiento, además de tres baños completos, uno de ellos con ducha y otro con tina de hidromasaje. El dormitorio principal destaca por su amplitud y acceso a baño en suite. 

En el exterior, la casa dispone de un jardín consolidado con piscina, rodeado de vegetación y áreas de descanso, como una terraza techada y espacios para hamacas. El portón automático brinda comodidad y seguridad en el acceso vehicular. Además, la casa cuenta con una bodega para almacenamiento adicional. 

La distribución y los materiales utilizados en pisos y terminaciones reflejan un estilo tradicional, con detalles en madera y cerámica. El entorno exterior ofrece privacidad gracias a la vegetación y muros perimetrales, creando un ambiente adecuado para actividades al aire libre y esparcimiento.",SIN_DATO,1,2026-07-27,90,2026-04-28
pi,1927009235,https://portalinmobiliario.com/MLC-1927009235-amplia-comoda-y-hermosa-casa-en-la-florida-_JM,venta,casa,la-florida,La Florida Alto,"Urano 2839, La Florida, La Florida Alto, La Florida","Amplia, Cómoda Y Hermosa Casa En La Florida",5890.0,UF,SIN_DATO,5890.0,140,200,5,3,SIN_DATO,2,SIN_DATO,SIN_DATO,SIN_DATO,-33.5214619,-70.569192,"Excelente propiedad, muy bien mantenida de 2 pisos ubicada en pasaje cerrado con acceso controlado.
5 dormitorios.
3 baños.
Cocina.
Living y comedor.
Lavadero
2 bodegas
Hermoso Jardín.
2 estacionamientos 
Parte del segundo piso puede ser utilizado como oficina comercial.
Comisión 2%",SIN_DATO,1,2026-07-27,365,2025-07-27
pi,1917279097,https://portalinmobiliario.com/MLC-1917279097-casa-con-2-construcciones-independientes-_JM,venta,casa,la-florida,Metro Santa Julia,"Calafquén 1258, 8260594 Santiago, La Florida, Región Metropolitana, Chile, Metro Santa Julia, La Florida",Casa Con 2 Construcciones Independientes,120000000.0,CLP,120000000.0,SIN_DATO,SIN_DATO,SIN_DATO,6,3,2,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,-33.5311079,-70.6090405,"¿Buscas espacio, independencia o una inversión inteligente? Esta propiedad en Pasaje Calafquen 1258 es lo que necesitas. Un terreno generoso que alberga dos construcciones totalmente separadas, ideal para familias grandes que buscan privacidad o para vivir en una y arrendar la otra.
Lo mejor de esta propiedad:
•	Privacidad total: Dos casas independientes, cada una con su propio acceso.
•	Casa 1: 3 amplios dormitorios, 1 baño y cocina funcional.
•	Casa 2: 3 dormitorios, 1 baño y cocina propia.
•	Estacionamiento: Cobertizo techado con capacidad para 2 vehículos.
•	Potencial infinito: El gran tamaño del terreno te permite remodelar, ampliar o incluso demoler para cumplir el sueño de construir tu casa desde cero a tu medida.
Ubicación Estratégica e Imbatible:
¡A pasos del Metro! Solo 4 cuadras de Estación Santa Julia (L4A). Conéctate con todo Santiago en minutos.
Salud cerca: A solo 10 minutos del CESFAM Villa O’Higgins.
Entorno Familiar: Rodeado de colegios, centros comerciales y excelente locomoción colectiva.
Ideal para:
Inversionistas: Arrienda ambas unidades y obtén doble rentabilidad.
Familias Multigeneracionales: Vive con tus padres o hijos con total privacidad.
Proyectos Nuevos: El terreno perfecto para la casa de tus sueños.",SIN_DATO,1,2026-07-27,90,2026-04-28
pi,3945551770,https://portalinmobiliario.com/MLC-3945551770-se-vende-amplia-casa-2-pisos-a-pasos-metro-vicuna-mackenna-_JM,venta,casa,la-florida,La Florida,"Oscar Boehme 612, La Florida, La Florida","Se Vende Amplia Casa, 2 Pisos, A Pasos Metro Vicuña Mackenna",7550.0,UF,SIN_DATO,7550.0,186,320,5,3,SIN_DATO,1,30,1996,0,-33.5204097,-70.593157,"Casa en venta con una superficie total de 320 m² y 186 m² útiles. 
La propiedad se distribuye en dos niveles,  de 5 dormitorios, 3 baños (uno por terminar). 

ubicada en sector con muy buena plusvalía, residencial, a espaldas de Homecenter, y Convento Hermanitas de Schoenstatt

para mas información contactar a corredor de propiedades",SIN_DATO,1,2026-07-27,60,2026-05-28
pi,3995227330,https://portalinmobiliario.com/MLC-3995227330-amplia-casa-en-la-florida-6d-5b-piscina-bodega-_JM,venta,casa,la-florida,La Florida Alto,"Ongolmo, 1 - 300, La Florida Alto, La Florida","Amplia Casa En La Florida 6d + 5b, Piscina Bodega.",18800.0,UF,SIN_DATO,18800.0,1000,1000,6,5,7,1,44,1982,SIN_DATO,-33.5224945,-70.5644633,SIN_DATO,SIN_DATO,1,2026-07-27,60,2026-05-28
pi,3941871908,https://portalinmobiliario.com/MLC-3941871908-casa-en-venta-en-jardines-de-la-vina-_JM,venta,casa,la-florida,Jardines De La Viña,"Aromo De Castilla Poniente, Jardines De La Viña, La Florida",Casa En Venta  En Jardines De La Viña,8227.0,UF,SIN_DATO,8227.0,108,108,4,2,SIN_DATO,1,20,2006,5000,-33.5341921,-70.5478204,SIN_DATO,SIN_DATO,1,2026-07-27,60,2026-05-28
